f127.0.0.1:2222,127.0.0.1:1111	186	4
f127.0.0.1:1111,127.0.0.1:2222	187	5	9	0	3
f127.0.0.1:1111,127.0.0.1:2222	191	4
f127.0.0.1:2222,127.0.0.1:1111	192	5	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	192	4
f127.0.0.1:1111,127.0.0.1:2222	192	5	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	192	6	35	0	3
f127.0.0.1:1111,127.0.0.1:2222	197	5
f127.0.0.1:2222,127.0.0.1:1111	197	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	198	5
f127.0.0.1:1111,127.0.0.1:2222	198	6	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	203	5
f127.0.0.1:2222,127.0.0.1:1111	203	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	203	5
f127.0.0.1:1111,127.0.0.1:2222	203	6	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	209	5
f127.0.0.1:2222,127.0.0.1:1111	209	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	209	5
f127.0.0.1:1111,127.0.0.1:2222	209	6	11	0	3
f127.0.0.1:1111,127.0.0.1:2222	214	5
f127.0.0.1:2222,127.0.0.1:1111	214	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	215	5
f127.0.0.1:1111,127.0.0.1:2222	215	6	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	215	7	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	215	6
f127.0.0.1:1111,127.0.0.1:2222	215	-1	39	0
f127.0.0.1:1111,127.0.0.1:2222	220	5
f127.0.0.1:2222,127.0.0.1:1111	220	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	220	5
f127.0.0.1:1111,127.0.0.1:2222	220	6	41	0	3
f127.0.0.1:1111,127.0.0.1:2222	225	5
f127.0.0.1:2222,127.0.0.1:1111	225	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	225	5
f127.0.0.1:1111,127.0.0.1:2222	226	6	11	0	3
f127.0.0.1:1111,127.0.0.1:2222	231	5
f127.0.0.1:2222,127.0.0.1:1111	231	6	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	231	5
f127.0.0.1:1111,127.0.0.1:2222	231	6	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	231	7	42	0	3
f127.0.0.1:1111,127.0.0.1:2222	236	6
f127.0.0.1:2222,127.0.0.1:1111	236	7	0	10	4
f127.0.0.1:2222,127.0.0.1:1111	237	6
f127.0.0.1:1111,127.0.0.1:2222	237	7	44	0	3
f127.0.0.1:1111,127.0.0.1:2222	242	6
f127.0.0.1:2222,127.0.0.1:1111	242	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	242	6
f127.0.0.1:1111,127.0.0.1:2222	243	7	45	0	3
f127.0.0.1:1111,127.0.0.1:2222	248	6
f127.0.0.1:2222,127.0.0.1:1111	248	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	248	6
f127.0.0.1:1111,127.0.0.1:2222	248	7	46	0	3
f127.0.0.1:1111,127.0.0.1:2222	253	6
f127.0.0.1:2222,127.0.0.1:1111	253	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	253	6
f127.0.0.1:1111,127.0.0.1:2222	254	7	47	0	3
f127.0.0.1:1111,127.0.0.1:2222	259	6
f127.0.0.1:2222,127.0.0.1:1111	259	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	259	6
f127.0.0.1:1111,127.0.0.1:2222	259	7	13	0	3
f127.0.0.1:1111,127.0.0.1:2222	264	6
f127.0.0.1:2222,127.0.0.1:1111	264	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	265	6
f127.0.0.1:1111,127.0.0.1:2222	265	7	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	265	8	48	0	3
f127.0.0.1:1111,127.0.0.1:2222	270	7
f127.0.0.1:2222,127.0.0.1:1111	270	8	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	270	7
f127.0.0.1:1111,127.0.0.1:2222	270	8	50	0	3
f127.0.0.1:1111,127.0.0.1:2222	275	7
f127.0.0.1:2222,127.0.0.1:1111	275	8	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	276	7
f127.0.0.1:1111,127.0.0.1:2222	276	8	13	0	3
f127.0.0.1:1111,127.0.0.1:2222	281	7
f127.0.0.1:2222,127.0.0.1:1111	281	8	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	281	7
f127.0.0.1:2222,127.0.0.1:1111	281	-1	0	12
f127.0.0.1:1111,127.0.0.1:2222	287	6
f127.0.0.1:2222,127.0.0.1:1111	287	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	287	6
f127.0.0.1:1111,127.0.0.1:2222	287	7	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	287	8	51	0	3
f127.0.0.1:1111,127.0.0.1:2222	287	7
f127.0.0.1:1111,127.0.0.1:2222	287	-1	51	0
f127.0.0.1:1111,127.0.0.1:2222	292	6
f127.0.0.1:2222,127.0.0.1:1111	292	7	0	12	4
f127.0.0.1:2222,127.0.0.1:1111	292	6
f127.0.0.1:2222,127.0.0.1:1111	292	-1	0	12
f127.0.0.1:1111,127.0.0.1:2222	298	5
f127.0.0.1:2222,127.0.0.1:1111	298	6	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	298	5
f127.0.0.1:1111,127.0.0.1:2222	298	6	53	0	3
f127.0.0.1:1111,127.0.0.1:2222	303	5
f127.0.0.1:2222,127.0.0.1:1111	303	6	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	304	5
f127.0.0.1:1111,127.0.0.1:2222	304	6	54	0	3
f127.0.0.1:1111,127.0.0.1:2222	309	5
f127.0.0.1:2222,127.0.0.1:1111	309	6	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	309	5
f127.0.0.1:1111,127.0.0.1:2222	309	6	55	0	3
f127.0.0.1:1111,127.0.0.1:2222	314	5
f127.0.0.1:2222,127.0.0.1:1111	314	6	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	315	5
f127.0.0.1:1111,127.0.0.1:2222	315	6	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	320	5
f127.0.0.1:2222,127.0.0.1:1111	320	6	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	320	5
f127.0.0.1:1111,127.0.0.1:2222	320	6	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	320	5
f127.0.0.1:1111,127.0.0.1:2222	320	-1	56	0
f127.0.0.1:1111,127.0.0.1:2222	320	6	56	0	3
f127.0.0.1:1111,127.0.0.1:2222	320	5
f127.0.0.1:1111,127.0.0.1:2222	320	-1	56	0
f127.0.0.1:1111,127.0.0.1:2222	326	4
f127.0.0.1:2222,127.0.0.1:1111	326	5	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	326	4
f127.0.0.1:1111,127.0.0.1:2222	326	5	58	0	3
f127.0.0.1:1111,127.0.0.1:2222	331	4
f127.0.0.1:2222,127.0.0.1:1111	331	5	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	331	4
f127.0.0.1:1111,127.0.0.1:2222	331	5	18	0	3
f127.0.0.1:1111,127.0.0.1:2222	337	4
f127.0.0.1:2222,127.0.0.1:1111	337	5	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	337	4
f127.0.0.1:1111,127.0.0.1:2222	337	5	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	337	6	59	0	3
f127.0.0.1:1111,127.0.0.1:2222	342	5
f127.0.0.1:2222,127.0.0.1:1111	342	6	0	17	4
f127.0.0.1:2222,127.0.0.1:1111	343	5
f127.0.0.1:1111,127.0.0.1:2222	343	6	61	0	3
f127.0.0.1:1111,127.0.0.1:2222	343	5
f127.0.0.1:1111,127.0.0.1:2222	343	-1	61	0
f127.0.0.1:1111,127.0.0.1:2222	348	4
f127.0.0.1:2222,127.0.0.1:1111	348	5	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	348	4
f127.0.0.1:1111,127.0.0.1:2222	348	5	62	0	3
f127.0.0.1:1111,127.0.0.1:2222	354	4
f127.0.0.1:2222,127.0.0.1:1111	354	5	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	354	4
f127.0.0.1:2222,127.0.0.1:1111	354	-1	0	19
f127.0.0.1:1111,127.0.0.1:2222	359	3
f127.0.0.1:2222,127.0.0.1:1111	359	4	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	359	3
f127.0.0.1:1111,127.0.0.1:2222	359	4	63	0	3
f127.0.0.1:1111,127.0.0.1:2222	365	3
f127.0.0.1:2222,127.0.0.1:1111	365	4	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	365	3
f127.0.0.1:1111,127.0.0.1:2222	365	4	64	0	3
f127.0.0.1:1111,127.0.0.1:2222	370	3
f127.0.0.1:2222,127.0.0.1:1111	370	4	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	371	3
f127.0.0.1:1111,127.0.0.1:2222	371	4	20	0	3
f127.0.0.1:1111,127.0.0.1:2222	376	3
f127.0.0.1:2222,127.0.0.1:1111	376	4	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	376	3
f127.0.0.1:1111,127.0.0.1:2222	376	4	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	376	5	65	0	3
f127.0.0.1:1111,127.0.0.1:2222	382	4
f127.0.0.1:2222,127.0.0.1:1111	382	5	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	382	4
f127.0.0.1:1111,127.0.0.1:2222	382	5	67	0	3
f127.0.0.1:1111,127.0.0.1:2222	387	4
f127.0.0.1:2222,127.0.0.1:1111	387	5	0	19	4
f127.0.0.1:2222,127.0.0.1:1111	387	4
f127.0.0.1:2222,127.0.0.1:1111	387	-1	0	19
f127.0.0.1:1111,127.0.0.1:2222	393	3
f127.0.0.1:2222,127.0.0.1:1111	393	4	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	393	3
f127.0.0.1:1111,127.0.0.1:2222	393	4	68	0	3
f127.0.0.1:1111,127.0.0.1:2222	398	3
f127.0.0.1:2222,127.0.0.1:1111	398	4	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	399	3
f127.0.0.1:1111,127.0.0.1:2222	399	4	69	0	3
f127.0.0.1:1111,127.0.0.1:2222	404	3
f127.0.0.1:2222,127.0.0.1:1111	404	4	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	404	3
f127.0.0.1:1111,127.0.0.1:2222	404	4	70	0	3
f127.0.0.1:1111,127.0.0.1:2222	404	3
f127.0.0.1:1111,127.0.0.1:2222	404	-1	70	0
f127.0.0.1:1111,127.0.0.1:2222	410	2
f127.0.0.1:2222,127.0.0.1:1111	410	3	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	410	2
f127.0.0.1:1111,127.0.0.1:2222	410	3	22	0	3
f127.0.0.1:1111,127.0.0.1:2222	415	2
f127.0.0.1:2222,127.0.0.1:1111	415	3	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	416	2
f127.0.0.1:1111,127.0.0.1:2222	416	3	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	416	4	71	0	3
f127.0.0.1:1111,127.0.0.1:2222	421	3
f127.0.0.1:2222,127.0.0.1:1111	421	4	0	21	4
f127.0.0.1:2222,127.0.0.1:1111	421	3
f127.0.0.1:1111,127.0.0.1:2222	421	4	73	0	3
f127.0.0.1:1111,127.0.0.1:2222	427	3
f127.0.0.1:2222,127.0.0.1:1111	427	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	427	3
f127.0.0.1:1111,127.0.0.1:2222	427	4	74	0	3
f127.0.0.1:1111,127.0.0.1:2222	432	3
f127.0.0.1:2222,127.0.0.1:1111	432	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	433	3
f127.0.0.1:1111,127.0.0.1:2222	433	4	75	0	3
f127.0.0.1:1111,127.0.0.1:2222	438	3
f127.0.0.1:2222,127.0.0.1:1111	438	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	438	3
f127.0.0.1:1111,127.0.0.1:2222	438	4	76	0	3
f127.0.0.1:1111,127.0.0.1:2222	443	3
f127.0.0.1:2222,127.0.0.1:1111	443	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	444	3
f127.0.0.1:1111,127.0.0.1:2222	444	4	26	0	3
f127.0.0.1:1111,127.0.0.1:2222	449	3
f127.0.0.1:2222,127.0.0.1:1111	449	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	450	3
f127.0.0.1:1111,127.0.0.1:2222	450	4	77	0	3
f127.0.0.1:1111,127.0.0.1:2222	450	3
f127.0.0.1:1111,127.0.0.1:2222	450	-1	77	0
f127.0.0.1:1111,127.0.0.1:2222	450	4	77	0	3
f127.0.0.1:1111,127.0.0.1:2222	455	3
f127.0.0.1:2222,127.0.0.1:1111	455	4	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	455	3
f127.0.0.1:2222,127.0.0.1:1111	455	-1	0	25
f127.0.0.1:1111,127.0.0.1:2222	460	2
f127.0.0.1:2222,127.0.0.1:1111	461	3	0	25	4
f127.0.0.1:2222,127.0.0.1:1111	461	2
f127.0.0.1:1111,127.0.0.1:2222	461	3	79	0	3
f127.0.0.1:1111,127.0.0.1:2222	466	2
f127.0.0.1:2222,127.0.0.1:1111	466	3	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	466	2
f127.0.0.1:1111,127.0.0.1:2222	466	3	80	0	3
f127.0.0.1:1111,127.0.0.1:2222	472	2
f127.0.0.1:2222,127.0.0.1:1111	472	3	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	472	2
f127.0.0.1:1111,127.0.0.1:2222	472	3	81	0	3
f127.0.0.1:1111,127.0.0.1:2222	477	2
f127.0.0.1:2222,127.0.0.1:1111	478	3	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	478	2
f127.0.0.1:2222,127.0.0.1:1111	478	-1	0	28
f127.0.0.1:1111,127.0.0.1:2222	483	1
f127.0.0.1:2222,127.0.0.1:1111	483	2	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	483	1
f127.0.0.1:1111,127.0.0.1:2222	483	2	82	0	3
f127.0.0.1:1111,127.0.0.1:2222	489	1
f127.0.0.1:2222,127.0.0.1:1111	489	2	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	489	1
f127.0.0.1:1111,127.0.0.1:2222	489	2	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	491	3	29	0	3
f127.0.0.1:1111,127.0.0.1:2222	494	2
f127.0.0.1:2222,127.0.0.1:1111	495	3	0	28	4
f127.0.0.1:2222,127.0.0.1:1111	495	2
f127.0.0.1:2222,127.0.0.1:1111	495	-1	0	28
f127.0.0.1:1111,127.0.0.1:2222	500	1
f127.0.0.1:2222,127.0.0.1:1111	501	2	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	501	1
f127.0.0.1:1111,127.0.0.1:2222	501	2	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	501	3	30	0	3
f127.0.0.1:1111,127.0.0.1:2222	507	2
f127.0.0.1:2222,127.0.0.1:1111	508	3	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	508	2
f127.0.0.1:1111,127.0.0.1:2222	508	3	32	0	3
f127.0.0.1:1111,127.0.0.1:2222	512	2
f127.0.0.1:2222,127.0.0.1:1111	512	3	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	513	2
f127.0.0.1:1111,127.0.0.1:2222	513	3	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	518	2
f127.0.0.1:2222,127.0.0.1:1111	518	3	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	518	2
f127.0.0.1:1111,127.0.0.1:2222	518	3	33	0	3
f127.0.0.1:1111,127.0.0.1:2222	518	2
f127.0.0.1:1111,127.0.0.1:2222	518	-1	33	0
f127.0.0.1:1111,127.0.0.1:2222	525	1
f127.0.0.1:2222,127.0.0.1:1111	525	2	0	32	4
f127.0.0.1:2222,127.0.0.1:1111	525	1
f127.0.0.1:1111,127.0.0.1:2222	525	2	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	525	3	34	0	3
f127.0.0.1:1111,127.0.0.1:2222	529	2
f127.0.0.1:2222,127.0.0.1:1111	529	3	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	530	2
f127.0.0.1:1111,127.0.0.1:2222	530	3	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	530	2
f127.0.0.1:1111,127.0.0.1:2222	530	-1	36	0
f127.0.0.1:1111,127.0.0.1:2222	536	1
f127.0.0.1:2222,127.0.0.1:1111	536	2	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	537	1
f127.0.0.1:1111,127.0.0.1:2222	537	2	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	537	1
f127.0.0.1:1111,127.0.0.1:2222	537	-1	37	0
f127.0.0.1:1111,127.0.0.1:2222	542	0
f127.0.0.1:2222,127.0.0.1:1111	542	1	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	542	0
f127.0.0.1:1111,127.0.0.1:2222	542	1	38	0	3
f127.0.0.1:1111,127.0.0.1:2222	548	0
f127.0.0.1:2222,127.0.0.1:1111	548	1	0	35	4
f127.0.0.1:2222,127.0.0.1:1111	548	0
f127.0.0.1:2222,127.0.0.1:1111	548	-1	0	35
f127.0.0.1:1111,127.0.0.1:2222	1491	1	36	0	3
f127.0.0.1:1111,127.0.0.1:2222	1497	0
f127.0.0.1:2222,127.0.0.1:1111	1497	1	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	1497	0
f127.0.0.1:1111,127.0.0.1:2222	1497	1	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	1497	2	37	0	3
f127.0.0.1:1111,127.0.0.1:2222	1503	1
f127.0.0.1:2222,127.0.0.1:1111	1503	2	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	1503	1
f127.0.0.1:1111,127.0.0.1:2222	1503	2	39	0	3
f127.0.0.1:1111,127.0.0.1:2222	1508	1
f127.0.0.1:2222,127.0.0.1:1111	1509	2	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	1509	1
f127.0.0.1:1111,127.0.0.1:2222	1509	2	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	1515	1
f127.0.0.1:2222,127.0.0.1:1111	1515	2	0	39	4
f127.0.0.1:2222,127.0.0.1:1111	1515	1
f127.0.0.1:1111,127.0.0.1:2222	1515	2	40	0	3
f127.0.0.1:1111,127.0.0.1:2222	1520	1
f127.0.0.1:2222,127.0.0.1:1111	1520	2	0	42	4
